,X1,date,lat,long,ws,air_temp,lag7R0,area,,month
30445,355,12/20/2020,-35.306944,149.195,3.268353175,19.38190476,1.148747078,Northern Territory,,12
33589,355,12/20/2020,-35.306944,149.195,3.268353175,19.38190476,0.610156356,Queensland,,12
42572,355,12/20/2020,-35.306944,149.195,3.268353175,19.38190476,1.884051924,Victoria,,12
43021,355,12/20/2020,-31.940278,115.966944,6.107083333,24.46979167,0.431277861,Western Australia,,12
29099,356,12/21/2020,-35.306944,149.195,3.24625,16.63551091,1.032070779,New South Wales,,12
30446,356,12/21/2020,-35.306944,149.195,3.24625,16.63551091,2.394366747,Northern Territory,,12
33590,356,12/21/2020,-35.306944,149.195,3.24625,16.63551091,0.616232679,Queensland,,12
42573,356,12/21/2020,-35.306944,149.195,3.24625,16.63551091,0.815532725,Victoria,,12
43022,356,12/21/2020,-31.940278,115.966944,6.033472222,24.74798611,1.335241225,Western Australia,,12
29100,357,12/22/2020,-35.306944,149.195,4.975,14.87291667,1.380934307,New South Wales,,12
30447,357,12/22/2020,-35.306944,149.195,4.975,14.87291667,0.623071078,Northern Territory,,12
33591,357,12/22/2020,-35.306944,149.195,4.975,14.87291667,0.639218082,Queensland,,12
42574,357,12/22/2020,-35.306944,149.195,4.975,14.87291667,0.69248365,Victoria,,12
43023,357,12/22/2020,-31.940278,115.966944,7.325,27.70979167,2.290354385,Western Australia,,12
29101,358,12/23/2020,-35.306944,149.195,2.527777778,17.54305556,1.743115226,New South Wales,,12
30448,358,12/23/2020,-35.306944,149.195,2.527777778,17.54305556,1.892740396,Northern Territory,,12
33592,358,12/23/2020,-35.306944,149.195,2.527777778,17.54305556,0.67505584,Queensland,,12
42575,358,12/23/2020,-35.306944,149.195,2.527777778,17.54305556,0.609457927,Victoria,,12
43024,358,12/23/2020,-31.940278,115.966944,5.481944444,31.80694444,0.941038079,Western Australia,,12
29102,359,12/24/2020,-35.306944,149.195,4.998090278,18.85652778,2.983300438,New South Wales,,12
30449,359,12/24/2020,-35.306944,149.195,4.998090278,18.85652778,0.614366593,Northern Territory,,12
33593,359,12/24/2020,-35.306944,149.195,4.998090278,18.85652778,1.43712467,Queensland,,12
42576,359,12/24/2020,-35.306944,149.195,4.998090278,18.85652778,1.133483696,Victoria,,12
43025,359,12/24/2020,-31.940278,115.966944,3.564583333,29.46111111,0.9422476,Western Australia,,12
29103,360,12/25/2020,-35.306944,149.195,4.386805556,15.96847222,5.370780683,New South Wales,,12
30450,360,12/25/2020,-35.306944,149.195,4.386805556,15.96847222,1.175036414,Northern Territory,,12
33594,360,12/25/2020,-35.306944,149.195,4.386805556,15.96847222,0.382277151,Queensland,,12
42577,360,12/25/2020,-35.306944,149.195,4.386805556,15.96847222,1.66344325,Victoria,,12
43026,360,12/25/2020,-31.940278,115.966944,4.552777778,31.20138889,0.910500435,Western Australia,,12
29104,361,12/26/2020,-35.306944,149.195,2.9425,18.49909722,6.066103614,New South Wales,,12
30451,361,12/26/2020,-35.306944,149.195,2.9425,18.49909722,1.682405326,Northern Territory,,12
33595,361,12/26/2020,-35.306944,149.195,2.9425,18.49909722,1.20378525,Queensland,,12
42578,361,12/26/2020,-35.306944,149.195,2.9425,18.49909722,1.681368976,Victoria,,12
43027,361,12/26/2020,-31.940278,115.966944,7.39375,24.20694444,0.435852102,Western Australia,,12
29105,362,12/27/2020,-35.306944,149.195,4.439236111,24.11423611,3.450026115,New South Wales,,12
30452,362,12/27/2020,-35.306944,149.195,4.439236111,24.11423611,0.542721093,Northern Territory,,12
33596,362,12/27/2020,-35.306944,149.195,4.439236111,24.11423611,0.825505157,Queensland,,12
42579,362,12/27/2020,-35.306944,149.195,4.439236111,24.11423611,1.135635443,Victoria,,12
43028,362,12/27/2020,-31.940278,115.966944,7.522152778,21.70319444,0.844785154,Western Australia,,12
29106,363,12/28/2020,-35.306944,149.195,5.025694444,17.15888889,2.198359409,New South Wales,,12
30453,363,12/28/2020,-35.306944,149.195,5.025694444,17.15888889,0.529328479,Northern Territory,,12
33597,363,12/28/2020,-35.306944,149.195,5.025694444,17.15888889,0.420135246,Queensland,,12
42580,363,12/28/2020,-35.306944,149.195,5.025694444,17.15888889,2.246669062,Victoria,,12
43029,363,12/28/2020,-31.940278,115.966944,7.084027778,26.26576389,0.418699572,Western Australia,,12
29107,364,12/29/2020,-35.306944,149.195,3.853125,16.71951389,1.535833897,New South Wales,,12
30454,364,12/29/2020,-35.306944,149.195,3.853125,16.71951389,0.518199174,Northern Territory,,12
33598,364,12/29/2020,-35.306944,149.195,3.853125,16.71951389,0.849014479,Queensland,,12
42581,364,12/29/2020,-35.306944,149.195,3.853125,16.71951389,1.083430589,Victoria,,12
43030,364,12/29/2020,-31.940278,115.966944,5.565972222,31.62430556,0.425335461,Western Australia,,12
29108,365,12/30/2020,-35.306944,149.195,3.853472222,18.43305556,1.388030488,New South Wales,,12
30455,365,12/30/2020,-35.306944,149.195,3.853472222,18.43305556,1.547900332,Northern Territory,,12
33599,365,12/30/2020,-35.306944,149.195,3.853472222,18.43305556,1.290429548,Queensland,,12
42582,365,12/30/2020,-35.306944,149.195,3.853472222,18.43305556,0.51342057,Victoria,,12
43031,365,12/30/2020,-31.940278,115.966944,4.755833333,26.71611111,0.880860537,Western Australia,,12
29109,366,12/31/2020,-35.306944,149.195,4.583958333,17.60470238,0.626604028,New South Wales,,12
30456,366,12/31/2020,-35.306944,149.195,4.583958333,17.60470238,0.526054622,Northern Territory,,12
33600,366,12/31/2020,-35.306944,149.195,4.583958333,17.60470238,1.32172271,Queensland,,12
42583,366,12/31/2020,-35.306944,149.195,4.583958333,17.60470238,0.481630666,Victoria,,12
43032,366,12/31/2020,-31.940278,115.966944,3.870138889,25.26944444,0.928398283,Western Australia,,12
